178.00, 130.00, 184.27
183.00, 130.00, 182.68
182.00, 130.00, 181.12
183.00, 130.00, 179.53
189.00, 130.00, 177.76
193.00, 130.00, 175.87
194.00, 130.00, 173.95
195.00, 130.00, 172.00
197.00, 130.00, 169.99
200.00, 130.00, 167.89
205.00, 130.00, 165.64
202.00, 130.00, 163.48
200.00, 130.00, 161.38
201.00, 130.00, 159.25
202.00, 130.00, 157.09
196.00, 130.00, 155.11
196.00, 130.00, 153.13
196.00, 130.00, 151.15
195.00, 130.00, 149.20
192.00, 130.00, 147.34
189.00, 130.00, 145.57
188.00, 130.00, 143.83
186.00, 130.00, 142.15
185.00, 130.00, 140.50
181.00, 130.00, 138.97
179.00, 130.00, 137.50
177.00, 130.00, 136.09
177.00, 130.00, 134.68
175.00, 130.00, 133.33
181.00, 130.00, 131.80
178.00, 130.00, 130.36
171.00, 130.00, 129.13
165.00, 130.00, 128.08
171.00, 130.00, 126.85
173.00, 130.00, 125.56
166.00, 130.00, 124.48
159.00, 130.00, 123.61
159.00, 130.00, 122.74
164.00, 130.00, 121.72
161.00, 130.00, 120.79
153.00, 130.00, 120.10
149.00, 130.00, 119.53
154.00, 130.00, 118.81
154.00, 130.00, 118.09
148.00, 130.00, 117.55
142.00, 130.00, 117.19
143.00, 130.00, 116.80
146.00, 130.00, 116.32
143.00, 130.00, 115.93
136.00, 130.00, 115.75
134.00, 130.00, 115.63
138.00, 130.00, 115.39
138.00, 130.00, 115.15
134.00, 130.00, 115.03
129.00, 130.00, 115.06
130.00, 130.00, 115.06
133.00, 130.00, 114.97
131.00, 130.00, 114.94
126.00, 130.00, 115.06
131.00, 130.00, 115.03
132.00, 130.00, 114.97
127.00, 130.00, 115.06
121.00, 130.00, 115.33
123.00, 130.00, 115.54
121.00, 130.00, 115.81
117.00, 130.00, 116.20
117.00, 130.00, 116.59
119.00, 130.00, 116.92
119.00, 130.00, 117.25
115.00, 130.00, 117.70
114.00, 130.00, 118.18
115.00, 130.00, 118.63
118.00, 130.00, 118.99
117.00, 130.00, 119.38
114.00, 130.00, 119.86
114.00, 130.00, 120.34
117.00, 130.00, 120.73
118.00, 130.00, 121.09
116.00, 130.00, 121.51
115.00, 130.00, 121.96
115.00, 130.00, 122.41
119.00, 130.00, 122.74
119.00, 130.00, 123.07
116.00, 130.00, 123.49
115.00, 130.00, 123.94
118.00, 130.00, 124.30
120.00, 130.00, 124.60
118.00, 130.00, 124.96
116.00, 130.00, 125.38
122.00, 130.00, 125.62
122.00, 130.00, 125.86
116.00, 130.00, 126.28
114.00, 130.00, 126.76
120.00, 130.00, 127.06
117.00, 130.00, 127.45
116.00, 130.00, 127.87
117.00, 130.00, 128.26
122.00, 130.00, 128.50
121.00, 130.00, 128.77
118.00, 130.00, 129.13
117.00, 130.00, 129.52
121.00, 130.00, 129.79
124.00, 130.00, 129.97
121.00, 130.00, 130.24
119.00, 130.00, 130.57
122.00, 130.00, 136.30
122.00, 130.00, 136.54
127.00, 130.00, 136.63
